ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
000001.SH,20100701,17103723711761.0,9307677460984.0,2307167301657.0,1271226362242.0,476344440422.0,0.39,1.05,18.25,16.34,2.3
000001.SH,20100702,17186579214976.0,9319701999042.0,2309080081003.0,1271226362242.0,476344777225.0,0.54,1.43,18.34,16.42,2.32
000001.SH,20100705,17062315550047.0,9260609757788.0,2309449735846.0,1272147435397.0,477091174116.0,0.37,0.99,18.21,16.3,2.3
000001.SH,20100706,17400366466014.0,9460103171012.0,2309503300684.0,1272536613092.0,477177499640.0,0.48,1.27,18.57,16.63,2.35
000001.SH,20100707,17474085569994.0,9509817020591.0,2309503300684.0,1272590129842.0,477208618856.0,0.44,1.17,18.65,16.7,2.36
000001.SH,20100708,17384194013255.0,9492503666612.0,2310014351664.0,1272652304334.0,477214706102.0,0.42,1.13,18.55,16.61,2.36
000001.SH,20100709,17769954750642.0,9714932564614.0,2310014388324.0,1273329044004.0,477425164556.0,0.67,1.78,18.96,16.98,2.42
000001.SH,20100712,17905194046038.0,9798315872008.0,2311038868020.0,1274001344004.0,477425164556.0,0.65,1.73,19.11,17.11,2.43
000001.SH,20100713,17616445567754.0,9653443152969.0,2311422762988.0,1274639708902.0,477865223554.0,0.52,1.38,18.8,16.82,2.39
000001.SH,20100714,17763829174337.0,9733588991654.0,2311786246883.0,1275297125933.0,478476579096.0,0.57,1.51,18.96,16.96,2.41
000001.SH,20100715,17428132176736.0,9519685802834.0,2317474484645.0,1275516154422.0,478650976163.0,0.51,1.35,18.6,16.65,2.36
000001.SH,20100716,17425673815069.0,9538167951268.0,2318797456750.0,1280042914490.0,482809663570.0,0.44,1.17,18.6,16.65,2.36
000001.SH,20100719,17809141078857.0,9780625238792.0,2323934462230.0,1283662281799.0,484517065880.0,0.6,1.59,19.0,17.01,2.39
000001.SH,20100720,18169132230209.0,9969868843535.0,2329716027818.0,1283662281799.0,484517529880.0,0.85,2.26,19.39,17.34,2.44
000001.SH,20100721,18209219655045.0,10022810047855.0,2329716027818.0,1286301662134.0,486261506062.0,0.84,2.21,19.43,17.38,2.45
000001.SH,20100722,18402700336151.0,10134358312829.0,2329716027818.0,1286305222134.0,486313964629.0,0.74,1.95,19.63,17.56,2.47
000001.SH,20100723,18477508834130.0,10174788226048.0,2329732907818.0,1286305222134.0,486315114629.0,0.75,1.97,19.71,17.63,2.48
000001.SH,20100726,18583309248298.0,10226017467688.0,2331204555273.0,1286664037694.0,486300220929.0,0.67,1.77,19.83,17.73,2.5
000001.SH,20100727,18492874309678.0,10187373670991.0,2331843365040.0,1287932101785.0,486984720913.0,0.64,1.69,19.73,17.64,2.49
000001.SH,20100728,18902440392848.0,10432741740933.0,2331898048214.0,1289445419152.0,487599329281.0,0.93,2.47,20.17,18.03,2.54
000001.SH,20100729,19901884514491.0,10516409618496.0,2649549648514.0,1299755788674.0,497942064900.0,1.07,2.78,19.86,17.87,2.51
000001.SH,20100730,19825380826984.0,10481667079834.0,2649865257402.0,1299755788674.0,497941864991.0,0.73,1.89,19.78,17.8,2.5
000001.SH,20100802,20080132407298.0,10642266215109.0,2649865257402.0,1299832296120.0,498024519496.0,0.87,2.26,20.04,18.04,2.53
000001.SH,20100803,19738194289491.0,10460281099104.0,2649959949402.0,1299997938720.0,498476973250.0,0.97,2.54,19.69,17.73,2.49
000001.SH,20100804,19810375021330.0,10500724990423.0,2649959949402.0,1300050627969.0,498534319954.0,0.85,2.23,19.77,17.79,2.5
000001.SH,20100805,19667496313309.0,10436652919657.0,2653771713402.0,1300216459733.0,498485487348.0,0.87,2.26,19.62,17.65,2.48
000001.SH,20100806,19938836820883.0,10590616681931.0,2653771713402.0,1300216459733.0,498488694408.0,0.92,2.41,19.89,17.88,2.51
000001.SH,20100809,20022637953432.0,10649001628852.0,2653919913402.0,1300953193509.0,498676583973.0,0.92,2.39,19.98,17.96,2.52
000001.SH,20100810,19465211588476.0,10341720031385.0,2653919913402.0,1301201393509.0,498587461558.0,0.97,2.53,19.42,17.42,2.45
000001.SH,20100811,19542966752337.0,10401765707866.0,2653919913402.0,1301201393509.0,498756291439.0,0.66,1.73,19.5,17.49,2.46
000001.SH,20100812,19308082639817.0,10276481036522.0,2653919913402.0,1301335360709.0,498801974785.0,0.71,1.84,19.26,17.23,2.43
000001.SH,20100813,19526721196820.0,10405877872075.0,2654004352042.0,1301335360709.0,498802676785.0,0.68,1.77,19.48,17.42,2.46
000001.SH,20100816,19935785811098.0,10625667704804.0,2657754647658.0,1301530342384.0,498831748030.0,0.92,2.41,19.89,17.77,2.5
000001.SH,20100817,20022267826321.0,10679830717509.0,2658454647658.0,1302619972572.0,499772636337.0,0.91,2.38,19.96,17.81,2.51
000001.SH,20100818,19973588354370.0,10667753563068.0,2658454647658.0,1303192854052.0,500432063392.0,0.86,2.25,19.92,17.75,2.5
000001.SH,20100819,20140329261718.0,10737618446465.0,2658454647658.0,1303262125478.0,501316074338.0,0.9,2.35,20.08,17.8,2.53
000001.SH,20100820,19824916015168.0,10580203232992.0,2658550566540.0,1306562125893.0,501566049067.0,0.85,2.21,19.77,17.5,2.48
000001.SH,20100823,19793022050429.0,10578534733741.0,2658550566540.0,1306689853773.0,501582637764.0,0.64,1.66,19.74,17.37,2.47
000001.SH,20100824,19862749926838.0,10628025537989.0,2658780544540.0,1306919831773.0,501831832750.0,0.77,2.02,19.81,17.4,2.48
000001.SH,20100825,19462203562255.0,10404103879648.0,2658780544540.0,1307078831773.0,503005006945.0,0.8,2.08,19.41,17.01,2.43
000001.SH,20100826,19511606835156.0,10445248132851.0,2658880544540.0,1307663757537.0,502600959256.0,0.59,1.54,19.46,16.88,2.43
000001.SH,20100827,19555983917528.0,10472939287046.0,2658880544540.0,1307663757537.0,503016622752.0,0.52,1.36,19.5,16.65,2.41
000001.SH,20100830,19864701798400.0,10649739178979.0,2663010477081.0,1308242253196.0,503573778013.0,0.82,2.14,19.8,16.64,2.44
000001.SH,20100831,19742899591275.0,10599264535773.0,2663010477081.0,1308306851127.0,503380945122.0,0.83,2.15,19.68,16.49,2.42
000001.SH,20100901,19773928336630.0,10545464642930.0,2702963967081.0,1310820717962.0,505984811957.0,0.96,2.5,19.56,16.41,2.4
000001.SH,20100902,20005421302874.0,10694360867445.0,2702963967081.0,1310820717962.0,505984811957.0,0.94,2.44,19.79,16.6,2.43
000001.SH,20100903,20000346839450.0,10706906113822.0,2702963967081.0,1310852077962.0,505988854957.0,0.98,2.55,19.78,16.6,2.43
000001.SH,20100906,20312252495633.0,10870429493875.0,2703143013145.0,1311470995786.0,506431741033.0,1.1,2.84,20.09,16.86,2.47
000001.SH,20100907,20318235784127.0,10889999474739.0,2703149892145.0,1311470995786.0,506457779854.0,0.85,2.21,20.1,16.86,2.47
000001.SH,20100908,20278399458692.0,10871427886939.0,2703149855448.0,1311477874786.0,506469411897.0,0.86,2.23,20.06,16.83,2.47
000001.SH,20100909,19996516270057.0,10705869009074.0,2703152036048.0,1311480055386.0,506473687310.0,1.01,2.61,19.78,16.6,2.43
000001.SH,20100910,20031991020837.0,10740634937201.0,2703152040756.0,1311480060094.0,506473687310.0,0.86,2.22,19.81,16.63,2.44
000001.SH,20100913,20204060735446.0,10845041514483.0,2703152040756.0,1311557100094.0,506477019814.0,0.9,2.32,19.98,16.77,2.46
000001.SH,20100914,20197212399061.0,10859024139806.0,2703152040756.0,1311767799444.0,506514071249.0,0.92,2.37,19.98,16.76,2.46
000001.SH,20100915,19940525153345.0,10700972783737.0,2703152040756.0,1311795099912.0,506512937721.0,0.93,2.4,19.72,16.55,2.43
000001.SH,20100916,19568040761427.0,10492347767583.0,2704075519076.0,1311795099912.0,506541591240.0,0.9,2.34,19.36,16.24,2.39
000001.SH,20100917,19543850023704.0,10491782890412.0,2704975519076.0,1312550150932.0,506983433679.0,0.63,1.63,19.33,16.22,2.39
000001.SH,20100920,19499265044133.0,10487969638756.0,2705535321235.0,1315101276307.0,507494304301.0,0.6,1.56,19.29,16.18,2.38
000001.SH,20100921,19530874603957.0,10505564095290.0,2705702789763.0,1315228667807.0,507635506256.0,0.44,1.14,19.32,16.21,2.39
000001.SH,20100927,19781939579387.0,10746378742254.0,2705702789763.0,1318612508928.0,507935884451.0,0.58,1.5,19.57,16.42,2.42
000001.SH,20100928,19659168624237.0,10674644511938.0,2705735119067.0,1318618666814.0,507941684595.0,0.68,1.76,19.45,16.32,2.4
000001.SH,20100929,19673827185624.0,10673248465507.0,2705735119067.0,1319890942631.0,509249994743.0,0.66,1.71,19.46,16.33,2.4
000001.SH,20100930,19995688977747.0,10853095536249.0,2705735119067.0,1319865586751.0,509239560954.0,0.67,1.73,19.78,16.6,2.44
000001.SH,20101008,20621001461773.0,11177489088674.0,2706129469095.0,1320238938037.0,509261196568.0,1.01,2.63,20.4,17.11,2.52
000001.SH,20101011,21150690622939.0,11823384042786.0,2706398387907.0,1334749976862.0,509272102338.0,1.53,4.01,20.92,17.55,2.58
000001.SH,20101012,21415447886824.0,11972395637051.0,2706838283585.0,1335454082540.0,509800888014.0,1.24,3.24,21.18,17.77,2.61
000001.SH,20101013,21575533269286.0,12075846854026.0,2706910219294.0,1335552031805.0,509948366380.0,1.36,3.56,21.34,17.9,2.63
000001.SH,20101014,21760368189701.0,12089352190018.0,2707526260050.0,1335552031805.0,509952866380.0,1.68,4.4,21.52,18.06,2.65
000001.SH,20101015,22516459164827.0,12496839903907.0,2707744845050.0,1341206402541.0,515185761632.0,1.73,4.51,22.27,18.68,2.74
000001.SH,20101018,22450166029429.0,12442179632459.0,2710614609883.0,1341354926350.0,515263682844.0,1.92,4.99,22.21,18.64,2.72
000001.SH,20101019,22855898170661.0,12675656240440.0,2725612863140.0,1342519871132.0,516365604027.0,1.26,3.27,22.57,18.94,2.76
000001.SH,20101020,22879789036828.0,12715043716314.0,2725633862457.0,1342557839882.0,516426782553.0,1.54,3.99,22.59,18.97,2.76
000001.SH,20101021,22695475234129.0,12638650183515.0,2725633862457.0,1342557839882.0,516428843169.0,1.19,3.1,22.41,18.82,2.74
000001.SH,20101022,22613969281256.0,12566153086154.0,2728485432854.0,1342557839882.0,516433030724.0,1.09,2.82,22.33,18.76,2.73
000001.SH,20101025,23184848483670.0,12933050701548.0,2728900552283.0,1345190858532.0,517589753921.0,1.42,3.68,22.89,19.17,2.79
000001.SH,20101026,23079961067894.0,12877655413239.0,2728900552283.0,1345190858532.0,517607147743.0,1.47,3.82,22.79,19.06,2.77
000001.SH,20101027,22785802992698.0,12701723622051.0,2731227712878.0,1345401457427.0,517917533373.0,1.31,3.39,22.47,18.78,2.73
000001.SH,20101028,22756444792150.0,12680545405372.0,2731227712878.0,1345441023458.0,517966775100.0,1.04,2.71,22.44,18.34,2.69
000001.SH,20101029,22617642061494.0,12630162958383.0,2731620960339.0,1345836525919.0,518336807193.0,1.08,2.8,22.3,17.77,2.64
000001.SH,20101101,23187956694052.0,12958820109785.0,2731725340752.0,1346190413102.0,518317006892.0,1.37,3.55,22.87,17.93,2.66
000001.SH,20101102,23146533699045.0,12922038208630.0,2733539340752.0,1347478389877.0,518337241877.0,1.65,4.28,22.83,17.9,2.65
000001.SH,20101103,23069629011929.0,12846707359812.0,2733715140752.0,1347478389877.0,518372945005.0,1.4,3.63,22.75,17.84,2.64
000001.SH,20101104,23481005090120.0,13062954321225.0,2733759231504.0,1347478389877.0,518412613105.0,1.3,3.38,23.16,18.16,2.69
000001.SH,20101105,23812515480830.0,13270346214185.0,2735649265868.0,1350356253428.0,520640162486.0,1.56,4.03,23.48,18.41,2.72
000001.SH,20101108,24005554123499.0,15372445298519.0,2735649265868.0,1511954730741.0,522695736063.0,1.35,3.89,23.67,18.56,2.74
000001.SH,20101109,23820894933441.0,15245564691746.0,2735649265868.0,1511963496321.0,522859364893.0,1.26,3.65,23.49,18.42,2.72
000001.SH,20101110,23673772959342.0,15159225882668.0,2735736069068.0,1512006027321.0,522905655268.0,1.21,3.51,23.35,18.31,2.7
000001.SH,20101111,23919769599767.0,15338200423362.0,2737532069068.0,1512398092016.0,523354104477.0,1.38,4.0,23.58,18.49,2.73
000001.SH,20101112,22760309934046.0,14584492661568.0,2737532069068.0,1512472437203.0,523429349664.0,1.53,4.42,22.43,17.59,2.6
000001.SH,20101115,22908614110491.0,14732385444835.0,2737537805068.0,1512486423203.0,523459659149.0,1.01,2.91,22.58,17.71,2.61
000001.SH,20101116,22010232502783.0,14136536656586.0,2738958320887.0,1513270900363.0,524165009149.0,1.12,3.24,21.69,17.01,2.51
000001.SH,20101117,21621605427339.0,13897033331072.0,2738958320887.0,1514904453662.0,525306168716.0,0.81,2.34,21.31,16.71,2.47
000001.SH,20101118,21877462026483.0,14101613512933.0,2756664296483.0,1534160429258.0,527426930493.0,0.66,1.93,21.56,16.91,2.48
000001.SH,20101119,22026202138236.0,14209374462436.0,2757257954089.0,1534754086864.0,528014487114.0,0.8,2.33,21.7,17.02,2.5
000001.SH,20101122,21958002166680.0,14183425787100.0,2757257954089.0,1534754086864.0,528014487114.0,0.82,2.39,21.64,16.97,2.49
000001.SH,20101123,21537994065521.0,13915048819770.0,2757257954089.0,1534915340139.0,528015057714.0,0.75,2.19,21.22,16.64,2.44
000001.SH,20101124,21730550992188.0,14020971295037.0,2757257954089.0,1534915340139.0,528025307714.0,0.75,2.18,21.41,16.79,2.47
000001.SH,20101125,22022299319538.0,14207491287644.0,2758020622888.0,1534915360139.0,528029256844.0,0.84,2.45,21.7,17.02,2.5
000001.SH,20101126,21814382577623.0,14081301553483.0,2758301926775.0,1534915360139.0,528045512898.0,0.71,2.08,21.5,16.86,2.47
000001.SH,20101129,21784188832545.0,14124374472836.0,2758987210146.0,1538000049544.0,528422907766.0,0.66,1.92,21.47,16.83,2.47
000001.SH,20101130,21484688269872.0,13952136140014.0,2770249363359.0,1549375981447.0,529146692850.0,0.89,2.6,21.17,16.6,2.42
000001.SH,20101201,21528081832131.0,13961835652629.0,2770249363359.0,1550096922602.0,529747704005.0,0.52,1.52,21.21,16.64,2.43
000001.SH,20101202,21719494694487.0,14060995217985.0,2770249363359.0,1550096922602.0,529870983402.0,0.67,1.95,21.4,16.78,2.45
000001.SH,20101203,21711276697285.0,14062094579678.0,2770249363359.0,1550096922602.0,529870983402.0,0.54,1.57,21.39,16.78,2.45
000001.SH,20101206,21832959112227.0,14202523140383.0,2770249363359.0,1562067167607.0,529879119902.0,0.55,1.61,21.51,16.87,2.46
000001.SH,20101207,21961589116975.0,14297123814933.0,2770295673359.0,1562650233299.0,529880852202.0,0.54,1.59,21.64,16.97,2.48
000001.SH,20101208,21743443918081.0,14156829211917.0,2770295673359.0,1562833898605.0,529957139702.0,0.54,1.61,21.43,16.8,2.45
000001.SH,20101209,21477303319824.0,13961438031919.0,2771247118446.0,1562993898605.0,530157139702.0,0.6,1.76,21.16,16.59,2.42
000001.SH,20101210,21705383130121.0,14116935166983.0,2771247118446.0,1563337005459.0,530175709882.0,0.51,1.5,21.38,16.77,2.45
000001.SH,20101213,22300659618802.0,14553526087162.0,2771247137485.0,1568698861998.0,530089132102.0,0.81,2.41,21.97,17.23,2.52
000001.SH,20101214,22348679215730.0,14576635773099.0,2778933209533.0,1568838771744.0,530112694106.0,0.76,2.26,22.02,17.27,2.52
000001.SH,20101215,22239008373154.0,14494888310230.0,2779719443064.0,1569984024742.0,531404719858.0,0.69,2.03,21.91,17.18,2.5
000001.SH,20101216,22205214073558.0,14431267264968.0,2795447678944.0,1570114024742.0,531534719858.0,0.55,1.62,21.87,17.16,2.48
000001.SH,20101217,22164952670321.0,14395926310439.0,2795447678944.0,1570177216615.0,531613263531.0,0.46,1.37,21.83,17.12,2.48
000001.SH,20101220,21876530209196.0,14202790616034.0,2799873678944.0,1572185528948.0,532062738936.0,0.72,2.12,21.54,16.89,2.44
000001.SH,20101221,22271744280139.0,14464468742486.0,2799935866503.0,1572369676087.0,532079841336.0,0.68,2.0,21.93,17.2,2.48
000001.SH,20101222,22074052258905.0,14334378726553.0,2799935866503.0,1572772590787.0,532090201336.0,0.62,1.84,21.73,17.04,2.46
000001.SH,20101223,21925625784761.0,14224922310383.0,2800315611521.0,1573142716772.0,532104599292.0,0.56,1.66,21.59,16.93,2.44
000001.SH,20101224,21784864797728.0,14130795634871.0,2800315611521.0,1573499399987.0,532234694296.0,0.51,1.51,21.45,16.82,2.43
000001.SH,20101227,21394556936816.0,13970157240865.0,2800315611521.0,1579479883318.0,534239990870.0,0.62,1.82,21.06,16.52,2.39
000001.SH,20101228,21045535765179.0,13756925362868.0,2804053154109.0,1582024561642.0,535300742901.0,0.53,1.56,20.72,16.25,2.34
000001.SH,20101229,21222928041205.0,13907469447126.0,2810086358725.0,1590618312153.0,536157191802.0,0.4,1.18,20.89,16.38,2.36
000001.SH,20101230,21293726219634.0,13950175241362.0,2810244576345.0,1590693980153.0,538694200006.0,0.46,1.35,20.96,16.44,2.36
000001.SH,20101231,21656793319954.0,14170072594622.0,2810511604253.0,1590694436453.0,538732952920.0,0.52,1.53,21.32,16.72,2.4
000001.SH,20110104,21991689185505.0,14480875651396.0,2810511604253.0,1601877765461.0,538457989634.0,0.6821,2.0293,21.6458,16.9778,2.4402
000001.SH,20110105,21904757707233.0,14405143534235.0,2811411604253.0,1601986156853.0,538652792346.0,0.6462,1.9219,21.5602,16.8937,2.4277
000001.SH,20110106,21770942905224.0,14325971802829.0,2811602563291.0,1602177249967.0,538797856521.0,0.5216,1.5511,21.4285,16.7905,2.4121
000001.SH,20110107,21928419650042.0,14412483730330.0,2811682604716.0,1602177291392.0,538798731920.0,0.676,2.0102,21.5835,16.911,2.4289
000001.SH,20110110,21593716083693.0,14167994423551.0,2811682604716.0,1602192124592.0,538817458196.0,0.5514,1.6396,21.2541,16.6528,2.3918
000001.SH,20110111,21706879946110.0,14243704431493.0,2811757993787.0,1602212324686.0,538836616368.0,0.486,1.445,21.3655,16.7332,2.4031
000001.SH,20110112,21852533953532.0,14366616423339.0,2812622338218.0,1603834069893.0,539289240487.0,0.4835,1.438,21.5048,16.8427,2.4175
000001.SH,20110113,21921057870799.0,14421983738827.0,2812622338218.0,1604414565317.0,539334244026.0,0.4563,1.3575,21.5723,16.8939,2.425
000001.SH,20110114,21656996670259.0,14246264693290.0,2812622338218.0,1604597565317.0,539517244026.0,0.4697,1.3968,21.3124,16.6914,2.3957
000001.SH,20110117,21004601408708.0,13831760984014.0,2813023078279.0,1604663171378.0,539582850087.0,0.5675,1.6877,20.6678,16.1275,2.3208
000001.SH,20110118,21028775838080.0,13849448679708.0,2813550046843.0,1605147034286.0,539774349607.0,0.3685,1.096,20.6916,16.1206,2.3224
000001.SH,20110119,21382837793692.0,14086339852061.0,2813550046843.0,1605182530079.0,539808209190.0,0.4794,1.4255,21.04,16.392,2.3615
000001.SH,20110120,20776156573778.0,13676351009434.0,2813550046843.0,1605182530079.0,539844684587.0,0.5257,1.5631,20.4434,15.9269,2.2945
000001.SH,20110121,21109702495280.0,13875066931628.0,2817481218443.0,1605800510643.0,540415392100.0,0.5929,1.7616,20.7651,16.1754,2.3281
000001.SH,20110124,20959866586712.0,13787808162166.0,2817481218443.0,1606252941335.0,540414503323.0,0.5436,1.6159,20.6099,16.0607,2.3122
000001.SH,20110125,20827613458774.0,13699106347889.0,2817481218443.0,1606252941335.0,540421527169.0,0.4298,1.2775,20.4679,15.9585,2.2974
000001.SH,20110126,21058296366881.0,13855787124816.0,2817813032152.0,1606584755044.0,540571228961.0,0.3761,1.1179,20.6842,16.1307,2.3221
000001.SH,20110127,21435389385020.0,14060046476776.0,2818818132152.0,1606669155044.0,540655628961.0,0.6538,1.943,21.0156,16.3943,2.3602
000001.SH,20110128,21439601122659.0,14079296753098.0,2818895367924.0,1606909494244.0,540895814284.0,0.5252,1.5603,21.0178,16.399,2.3601
000001.SH,20110131,21748968613160.0,14261473979096.0,2818936330429.0,1607089979514.0,540896546849.0,0.5649,1.6783,21.2945,16.6145,2.3961
000001.SH,20110201,21821070478845.0,14396621334773.0,2819155930429.0,1614750454072.0,540949476029.0,0.4491,1.3406,21.3606,16.6534,2.4026
000001.SH,20110209,21630700796600.0,14261365005399.0,2819155930429.0,1614848988032.0,541047750647.0,0.5354,1.598,21.1743,16.467,2.3794
000001.SH,20110210,21956141620327.0,14495550144618.0,2819155930429.0,1615226416465.0,541333520947.0,0.6011,1.7935,21.4928,16.7147,2.4152
000001.SH,20110211,22024474690843.0,14546649903181.0,2819155930429.0,1615666064765.0,541336969947.0,0.6608,1.9721,21.5597,16.7667,2.4227
000001.SH,20110214,22577032609158.0,14924552609823.0,2819155930429.0,1615941436197.0,541336969947.0,0.9481,2.8302,22.1006,17.1874,2.4835
000001.SH,20110215,22575580651583.0,14927200654906.0,2819173510429.0,1616206954843.0,541346387587.0,0.9357,2.7936,22.0982,17.1858,2.4832
000001.SH,20110216,22741166992907.0,15051837249786.0,2819273510429.0,1616301465602.0,541352127587.0,0.7847,2.343,22.2474,17.3084,2.5011
